date,NVDA,AAPL,MSFT,MU,AMZN,AMD,GOOGL,AVGO,GOOG,META,TSLA,WMT,INTC,CSCO,COST,QQQ
2021-06-28,,0.205189083964364,0.1569767240186591,0.3677441867226016,,0.3036025040447184,,,,,,,0.210693169168358,0.1212505476622556,0.1461823680493109,0.1271073737021573
2021-06-29,,0.1950173299495657,0.1517615922791333,0.3587447902714478,,0.3034931475972992,,,,,,,0.2169960898324738,0.1193298478947243,0.1446241696216559,0.1399500064278856
2021-06-30,,0.1995760765336245,0.1493063777954379,0.3488910251084252,,0.3035118475573714,,,,,,,0.2252268949341163,0.1108045777674108,0.153142164232266,0.1361575554492158
2021-07-01,,0.1938772361828467,0.147169114597171,0.2805624415355437,,0.2885627472126984,,,,,,,0.2124768860506573,0.098441807429737,0.153758765668598,0.1240078060207715
2021-07-02,,0.1887585286397685,0.1381441080098958,0.2856184475279975,,,,,,,,,0.189593029998662,0.1319675015276595,0.1373195514900733,0.1213491017608933
2021-07-06,,0.2331772896218147,0.1890450179137859,0.292165082041032,,0.4195492916850813,,,,,,,0.2251182452071348,0.1572905561370596,0.2088663656228831,0.148434412669892
2021-07-07,,0.2352219980061327,0.1933941288517079,0.3077198815434249,,0.4172729218067232,,,,,,,0.2197699803008603,0.1541884163515001,0.1981338447445968,0.1514495643105394
2021-07-08,,0.2498234926210469,0.214471895042471,0.3168253356258114,,0.422739274444732,,,,,,,0.2450178694182854,0.1708794298698645,0.1999453109464588,0.1637103235326144
2021-07-09,,0.2222118212120343,0.1945975027400796,0.3014708183356188,,0.40959049540109,,,,,,,0.1953495747245721,0.1458692589113509,0.1856695944477952,0.1505941973634977
2021-07-12,,,0.1994008339321445,0.2957602999516945,,0.4145552575550606,,,,,,,,,0.1970563366972363,0.1529009496392266
2021-07-13,,,0.2029597021992531,0.3038415208251636,,0.4112532211526535,,,,,,,,,,0.1587884968981409
2021-07-14,,,0.1998904428694866,0.3015130901115733,,0.4122451451879243,,,,,,,,,0.1957331497813969,0.1542566207100462
2021-07-15,,,0.20131493823985,0.2944603965333133,,,,,,,,,,,,0.1458149480624113
2021-07-16,,,0.2033273342290453,0.3103304483334239,,,,,,,,,,,,0.1512562583417027
2021-07-19,,0.2795422068239183,0.2149471730508664,0.3254301039326628,,,,,,,,,0.3256185762068557,0.2279940656397065,0.2004774712159868,0.1606331814440883
2021-07-20,,0.2645369533828066,0.1974335636484738,0.3083100202418912,,,,,,,,,0.317152695670775,0.2137532600383222,,0.1500543095825691
2021-07-21,,0.2628412495693854,0.1883315069057124,0.2832708748149745,,0.4135780520712234,,,,,,,0.3137785006267038,0.2150359790567937,,0.1406929127392361
2021-07-22,,0.258586507123987,0.1905225634180445,0.2902109271560779,,0.4192229984375118,,,,,,,0.3076372897465071,0.2228865547172718,,0.1435715957679412
2021-07-23,,0.2410517882555756,0.1837931413976286,0.2916376223259966,,0.4316160947070387,,,,,,,0.194003624690898,0.2201655216086352,0.171893623049077,0.1348398830194959
2021-07-26,,0.2509819161409278,0.1918356950145339,0.2986058991022531,,0.4376753040788232,,,,,,,0.1834935080394891,0.2288265145914127,,0.1471024150330016
2021-07-27,,0.2613369713724411,0.2156462178198678,0.3286115463189465,,0.4455079747906243,,,,,,,0.1978555245552323,0.238794592473319,,0.1456091832224044
2021-07-28,,0.2183811840664335,0.1755081342321219,0.3032690612607199,,0.3854368312083703,,,,,,,0.1862295949129672,0.2378737895411476,,0.1415767407397958
2021-07-29,,0.1871079802806763,0.1641091785845026,0.2937302920396388,,0.3880800697072303,,,,,,,0.1589548498033316,0.2344659977723539,,0.1210123525713313
2021-07-30,,0.1870056265637233,0.1674882400545767,0.2617906588870032,,0.3791563220989494,,,,,,,0.1547441826199879,0.2426822849539192,0.1769535524155138,0.1463914980619189
2021-08-02,,0.1839102588951496,0.1786584079137625,0.2931098157690994,,0.4176950312146619,,,,,,,0.1496718629408726,0.2636140170397296,,0.1471947958211164
2021-08-03,,0.1811952820844307,0.1644384345425543,,,0.4684338605073358,,,,,,,0.0977946888493572,0.2635529021234672,0.1704452951745952,0.1302717011863156
2021-08-04,,0.1860380602279227,0.1731175483965492,,,0.6130159814074383,,,,,,,0.1194262240685299,0.2710687810590092,0.1713713477442933,0.1389338910907608
2021-08-05,,0.1767265859652135,0.151221725286329,,,0.5421474742900555,,,,,,,0.2013353750869088,0.2672335412890298,0.1537455236406641,0.1433958557948886
2021-08-06,,0.169693987886718,0.1436988763461351,,,0.4814666720157522,,,,,,,0.2265600691120285,0.279006931593711,0.1521370193760933,0.1371548138465495
2021-08-09,,0.1686212314621235,0.1499462536487174,,,0.4790374304313334,,,,,,,0.200489070531524,0.2977649458628538,0.1525809746716304,0.1386977740113303
2021-08-10,,0.1806322279102852,0.154497877296227,0.3387110575523773,,0.5034130866873779,,,,,,,0.2084352546019142,0.3017021530904604,0.1489851285657402,0.1417721608989124
2021-08-11,,0.1724111451414345,0.1452931583167535,0.3394215985826024,,0.4662450643684404,,,,,,,0.2610389813450431,0.3197739316882029,0.1516024572688696,0.1371231274045417
2021-08-12,,0.1907159384949742,0.1411875183605702,0.3612019429206801,,0.4281010999658967,,,,,,,0.2096317313327657,0.3280796465186819,0.1477249727466722,0.134159273699607
2021-08-13,,0.1714873090383107,0.1402830121596654,0.3142841759923613,,0.440043846124332,,,,,,,0.1969285571309428,0.3352957843238358,0.1442491131944725,0.1281746144902031
2021-08-16,,,0.1420307487143913,,,,,,,,,,,,0.1474100019736886,0.1327244204976755
2021-08-17,,,0.1570614086464342,,,,,,,,,,,,0.1537732233276408,0.1356904998831098
2021-08-18,,,0.1701403323095048,,,,,,,,,,,,0.161222188696527,0.156782709556434
2021-08-19,,,0.1827172231659703,,,,,,,,,,,,0.1650203914540143,0.1526615516791592
2021-08-20,,,0.1751017071557562,,,,,,,,,,,,0.1550707548898749,0.1347316983919355
2021-08-23,,0.2076097689032565,0.1604811457622486,0.2913000481749299,,0.4039547564717303,,,,,,,0.1987003549272613,0.145876270967612,0.1478850746314572,0.1347320288157793
2021-08-24,,0.200576202305527,0.1591655944435635,0.2914434960891346,,0.3815773031535847,,,,,,,0.2024307661097548,0.1598270197815814,0.1456497515820941,0.1299755578122464
2021-08-25,,0.1900747996225426,0.1538384895773253,0.3046776359049417,,0.3733325399639795,,,,,,,0.1969523310066948,0.1618204878016345,0.1429837132649911,0.1251871295448143
2021-08-26,,0.1987882139361998,0.1603775941960592,0.3055696489599957,,0.374469236265833,,,,,,,0.2058288645148392,0.1622208033795681,0.1445725253915327,0.1374819587588651
2021-08-27,,0.1683443689030573,0.1359985933092024,0.276952711731508,,0.3723262275428298,,,,,,,0.1866224925454211,,0.1351884653879777,0.1149027610798256
2021-08-30,,0.2097465212820973,0.1381206813857275,0.2845312756961456,,0.3755997535382659,,,,,,,0.1902610227880778,,0.1361229849364721,0.1337423529110847
2021-08-31,,0.22438824904262,0.1564007551179603,0.2783131455805506,,0.3589708096674445,,,,,,,0.1903240914746558,,0.1375404304796473,0.1428265001554203
2021-09-01,,0.2159260665717449,0.142782607876878,0.2737742093372287,,0.3382806482077933,,,,,,,0.1878603434428857,,0.1316081938851645,0.1532208854656601
2021-09-02,,0.2178863556987492,0.1566369870469983,0.3205252930392531,,0.3315593855132926,,,,,,,0.1867224398066758,,0.1320086949670264,0.1437799738466604
2021-09-03,,0.2134619371230956,0.1528276281472598,0.321214927528054,,0.3185103633436212,,,,,,,0.179082276057074,0.1457009850262664,0.1266287005915072,0.1486808268979053
2021-09-07,,0.2350641523894902,0.1701010277444963,0.3281784241580793,,0.3449308057194866,,,,,,,0.195516344736169,0.1660900771417797,0.1496612895957201,0.1518756470611017
2021-09-08,,0.2373232153930081,0.1671160092094933,0.3393727806084989,,0.3502844992777024,,,,,,,0.1987053049199143,,0.1443080755937325,0.1575173985030643
2021-09-09,,0.2366931898946227,0.1742692588799554,0.3462155905924469,,0.3402502571728951,,,,,,,0.1918046333742454,,0.121428914206706,0.164523910296005
2021-09-10,,0.2564910100217218,0.1831596000305284,0.35963219553702,,0.3470472616548201,,,,,,,0.2122728496055682,0.2288047751973839,0.1700068195355558,0.1745174270065333
2021-09-13,,0.2388665144608643,0.1706739368554337,0.3622001207163414,,,,,,,,,,,,0.1705971518684285
2021-09-14,,0.2366953981843961,0.1741816569324298,0.3793666399309829,,,,,,,,,,,,0.1713307562798401
2021-09-15,,0.219016162737628,0.1663429257246564,0.3609539820691714,,,,,,,,,,,,0.1551717307127197
2021-09-16,,0.2111176352761946,0.1612195013445846,0.3721847683595313,,,,,,,,,,,,0.14816840082341
2021-09-17,,0.2190160262791127,0.1812843820432323,0.3708986828860202,,,,,,,,,,,,0.157195611180055
2021-09-20,,0.2567902885553031,0.2168008470285377,0.4335344779754019,,0.388185508383865,,,,,,,0.2438849567047671,0.1730753390943271,0.2204873002191155,0.1989609365499354
2021-09-21,,0.2383989789458992,0.2048334609183065,0.4131265280009625,,0.3670170383905232,,,,,,,0.2299449141665015,0.1701657658894184,0.2114734782885497,0.1855084889995347
