,AAPL,MSFT,NVDA,CRM,CSCO,IBM,AMZN,VZ,JPM,GS,AXP,V,TRV,UNH,JNJ,MRK,AMGN,BA,CAT,HON,MMM,WMT,PG,KO,MCD,NKE,DIS,HD,CVX,SHW,DOW,DIA
2021-01-19,0.3649361770392629,0.2588044622136613,0.3709786631352023,0.3019326118388396,0.2765910010111902,,0.3579989514036406,0.1702130163537963,0.2504554332558961,0.2870874449077269,0.3334155308454351,0.2488299649571627,0.2510700340334735,0.2635917610188455,0.2270863687271783,0.4921470222506272,0.2411144500018563,0.4531364075939362,0.3089895947654171,0.3167382848039683,1.732850806090693,0.2492298030249684,0.1796544453064046,0.2150075220162332,0.2089192387767968,0.2361198162313053,0.3257615958440072,0.2164041302789668,0.3043419744084968,,0.3488755819837353,0.1580362072706109
2021-01-20,0.3825559689342381,0.2745229270118952,0.3734196605264727,0.3080121276258304,0.2847357976429031,0.5284364628967134,0.3669236722131111,0.1753931586065323,0.2438138371190021,0.2870940849010216,0.3202785361624851,0.2472214046666927,0.27291847111885,0.2148055646449948,0.2362804254484238,0.5002544382652062,0.2428417155570265,0.4448259512851518,0.3106192208306568,0.3215120097648172,1.8140334431652203,0.2449745308374812,0.1483743854876977,0.2167142364040376,0.2111849937740183,0.2411859716301251,0.3289996044198627,0.2102465184492227,0.2967581909855558,,0.341201478900771,0.1524224409261964
2021-01-21,0.4048060499754117,0.2785054282162105,0.3992117709494783,0.3112637227785886,0.293865395202296,0.5625704898827694,0.3654847304086589,0.1820209345667347,0.2487956566932543,0.2813433119233778,0.3359425552946941,0.242382535631525,0.2213497092676962,0.2334943424892211,0.2635288162787007,0.5068862715800483,0.2386753206598555,0.4628897890318447,0.3178278738558188,0.3306186734889688,1.6517403115625913,0.24830692147340647,0.1726819868294426,0.2277028475237078,0.217800509381624,0.2366572503249755,0.3394866668908695,0.2127801420833264,0.3150884108937663,,0.3640653383535897,0.1468997889051286
2021-01-22,0.4042633414758508,0.2877304933879754,0.379012199704646,0.3109337858327665,0.2994518353653552,0.4635505278899561,0.3719921499677984,0.1764785994736203,0.2504190222627203,0.2841942426245853,0.3350282751726344,0.2472627799760908,0.2364795270527419,0.2423373836295388,0.2685102021198441,0.5077946574738056,0.239168603885011,0.4596691838082392,0.3171929612156146,0.3182455273809225,1.862414910848024,0.2540395956344939,0.1750320995995533,0.2318207787261885,0.2194526683725763,0.2424173145326958,0.3495372639198026,0.2050500130904717,0.3162575662458357,,0.3556085041992217,0.1539790230745629
2021-01-25,0.4712377991654642,0.3061262485761867,0.4115422471832733,0.3284338038810028,0.3174447704050164,0.4616515522983844,0.3956023701714478,0.1863396822552457,0.2710683783728979,0.3029359577805793,0.357370993850568,0.2892376221279328,0.2421275054876396,0.2578734223731824,0.2969565191291599,0.5314796297809264,0.2433751244119814,0.4915524012109076,0.3514634080556766,0.3420329872577453,1.9782248031042264,0.2769646591171141,0.1909169174296064,0.2432007509195869,0.2408378412770641,0.2550590584636942,0.3658330565336627,0.224181993462673,0.3359451839581214,,0.3740814052198202,0.1600005432405326
2021-01-26,0.4830186243145877,0.3355574626999639,0.4196607921534004,0.3412371439051382,0.3328017131273958,0.5271425604483059,0.4029736960974085,0.1707438349028786,0.2723022570094351,0.3055242758807346,0.3246867107796281,0.2733256093946079,0.2451657801245908,0.2653973572711117,0.2670133060609307,0.5694646302673827,,0.4949837737073968,0.3524168146424946,0.3571643128140844,2.029197751676919,0.2833981411319682,0.1999231704260239,0.2520718652916227,0.2412423580565344,0.2715503806305177,0.3846911016134886,0.2268741026088273,0.3490369155260894,,0.3700870389788085,0.1653736861781674
2021-01-27,0.5437255293053198,0.3432281007550101,0.5157195942061109,,0.3609367788069753,0.542098956410233,0.4763573529420097,0.2100463150465683,0.3352621029328725,0.3754341356423839,0.3895123428738938,0.3365583211469675,0.3221975070642398,0.3207127578833538,0.2944168769700528,0.6342624087052758,0.308770836145601,0.529001632627096,0.4142458344718016,0.3931988114195431,2.048845468781262,0.3405702693127332,0.2704342072817038,0.2927023337530781,0.3236573024640146,0.3360773478007028,0.4653165675247365,0.2927592178126423,0.3912647599186585,,,0.204548583101818
2021-01-28,0.4061039021319959,0.2608090054517166,0.4315630121255397,0.3397079599087323,0.3474977110304715,0.549380324047778,0.4288827693856776,0.2011875391000075,0.3078060170756189,0.3221115731440745,0.3590444577287255,0.3166784522940075,0.2707849130050495,0.3208646955789634,0.2917056268100383,0.6372957825140707,0.3482349854878254,0.4958897002323483,0.3699038017825623,0.3839183025552243,2.064829834282986,0.32551811712693934,0.1942095684032873,0.2695715639004841,0.2571077677584809,0.2886730140437413,0.4247930512814061,0.2615606184219023,0.3639745868093129,,0.3731313923572639,0.1959403819946061
2021-01-29,0.4261733730088896,0.3039542210401313,0.4305729605583234,0.3619799675060781,0.3820370811691628,0.5713481195221428,0.437207400012927,0.2170389757858631,0.3288762386644053,0.3592111231204856,0.3979043298230026,0.332701324292783,0.349366437525418,0.3260959143093236,0.2492230748125866,0.6566601820482159,,0.515310910352305,0.3773964042236116,0.393806694268755,2.204270181428947,0.34416357512072265,0.2366196209373126,0.2815519659629605,0.2696310161179937,0.3173403366243508,0.4497318657545007,0.3035424258636109,0.3616539360240277,,0.4106053562950553,0.2356494887508771
2021-02-01,0.3564403485484604,0.2725509998247548,0.4058768282128246,0.3330349287847367,0.3766725709982774,0.5426132327376725,0.4171837307214384,0.1827825934442219,0.3021869386000795,0.3239880965685105,0.3577418030617686,0.2811581485927952,0.2711860909586395,0.2830752325688142,0.2281045306246752,0.6441650451229672,,0.458320651770921,0.3185238526778903,0.352377758760304,2.299671710623697,0.3436019450958364,0.2006160537309163,0.2717006461539015,0.2266019141445313,0.2969361669931476,0.4429416679928952,0.2630476968845929,0.3262281122404578,,0.3645752457197516,0.2094949092670865
2021-02-02,0.3090039077212583,0.2422012649726725,0.3692020662019478,0.2963124372512411,0.3600654970320802,0.5694476292153378,0.3865067796257879,0.1525760580147768,0.2874465294187948,0.3072505062096907,0.322203399900867,0.2340769862772644,0.240022508183175,0.2673611836768048,0.202682503168722,,0.2826947806510333,0.4046444647102075,0.2670382019511468,0.3164793794063755,2.3885719371030256,0.31509624844839873,0.1862699205225212,0.2572170369687652,0.1952525235948279,0.2435608989781541,0.4107380651237922,0.2352275629922549,0.2774803160222517,,0.3465113112304617,0.1738940875969741
2021-02-03,0.3265989538726548,0.2293204828327484,0.3665842253094384,0.2988653827920849,0.2739179057126861,0.3731560928959833,0.2805931433834965,0.1680500637106489,0.2816684906764078,0.2826600151364375,0.3185566945222122,0.2350081730703577,0.2226931200424917,0.2603321363989947,0.18744016040973,0.4379642970364578,,0.3914715503052721,0.2875075857932617,0.3089509894570289,2.463974562308162,0.30632442030284524,0.1636372577067404,0.2201241201927702,0.1916656301422415,0.2480390343895149,0.4100566632363937,0.2222891828931084,0.2648964511052337,,0.3027964195145807,0.1620625206126889
2021-02-04,0.3150822604537827,0.2324577086915321,0.4246555528816523,0.3655126592969767,0.2805424271041979,0.3827132798076228,0.2917397216385559,0.1612323879813954,0.2705822419713242,0.276693606707443,0.3145482016240658,0.2329916982222084,0.2078535397985334,0.2574048929453995,0.1699937856297513,0.4300991563876243,0.2102644718222472,0.4261691684624742,0.2781305208471145,0.2594137535699417,1.352676012532541,0.25118123310922535,0.172704330924715,0.2083379246004476,0.1794865305972942,0.2667956017295707,0.3710945350851813,0.2339304638871149,0.274638696461542,,0.2885534917624778,0.1499349183488348
2021-02-05,0.3061921013946161,0.2275522158062417,0.4129757023552138,0.3578990623792139,0.2848593200510153,0.3929310930879932,0.2768036066941332,0.1534881611491124,0.2570473252122824,0.2641602190337047,0.2906747836142865,0.2166775903364762,0.2172698739942348,0.2499010288277438,0.188803167827675,0.4298605317504581,0.2077187465615864,0.4048837153518919,0.2764225347901278,0.2623054961187587,1.4266818990754462,0.2443455650733516,0.1728604712387844,0.2112506768861712,0.1764609036533872,0.2584657897986447,0.3608773738998274,0.2279674194673372,0.2654814885642834,,0.2844019137324619,0.1515485685981854
2021-02-08,0.3007019767850753,0.2236184110077349,0.4474284540560697,0.3632452379376363,0.2828246766807512,0.3570146684229678,0.2839218903266601,0.170687688007995,0.2639563183235395,0.2776991857830664,0.3003369849668795,0.2336602711267791,0.2182589784045619,0.2518716346943283,0.1763349607065582,0.4103439280776079,0.2099142660651401,0.3976979850003065,0.2863828041624265,0.2640994275650708,1.5169635564268484,0.24672202081156747,0.1760288664408268,0.2098435742746847,0.173974235910403,0.2604348331216284,0.3769832963783465,0.238785025850677,0.2720898439249561,,0.2874352601659,0.1368401252759186
2021-02-09,0.3069580490062938,0.2220493252700859,0.4257061447086488,0.3712243014778683,0.2954576849708096,0.4867111511817191,0.2808629197285608,0.1623931722786625,0.2678474697535901,0.2741786631245234,0.307101454573327,0.2359283468569807,0.2117107295973476,0.2456830896799171,0.17469737279523,0.4269931675236599,0.2107670787383933,0.4150250889241475,0.2825956334525069,0.2633825400696955,1.5549893652520623,0.2454107087415594,0.1720150589136292,0.2144977927391562,0.184297410880266,0.2571209954019782,0.4035954795290075,0.2352651927063312,0.2568806499172315,,0.2861288376130683,0.141201258508741
2021-02-10,0.3040561465033748,0.2279584968197557,0.4867342055466743,0.3729894526315929,0.2220521275705224,0.4901077281508322,0.2786004933287762,0.1696450865139731,0.2596548059903665,0.2743304956578404,0.2959965277643422,0.2297673189464179,0.2310249903265126,0.2569354512857655,0.1700344952239107,,0.2118468940641603,0.4203151489082167,0.2813871082489372,0.2615199804280806,1.5602581084350684,0.2623141770321984,0.1766796444750792,0.1924347846354247,0.1725158499354991,0.2751054582221773,0.4014634815256938,0.2385491022743021,0.2623215522358743,,0.282646621214789,0.1453260185201614
2021-02-11,0.2934196298793003,0.2184885679351764,0.4974116562407842,0.376254368647297,0.2236974921902098,0.4816119117425586,0.2711178897527658,0.1666482169801787,0.2552696301291782,0.2762998193724516,0.2965666852898542,0.2309760107269382,0.2214361267877435,0.2528971342864134,0.1744354172213335,,0.2322148248725642,0.41432669645672,0.2762171837112352,0.2611883369797591,1.4989147511894598,0.262566510536797,0.1758237602142567,0.1851645533169015,0.1751523748896762,0.2661034001044774,0.4129227410815875,0.2445009812822428,0.2679978575167318,,0.2807737562564942,0.1409189298039703
2021-02-12,0.279660292156385,0.2057765466356438,0.4858697047653386,0.3855852765640746,0.2200775923473216,0.4753789951355033,0.2645658117035675,0.1662946379908583,0.2574975092071708,0.2715697521856675,0.306931564515411,0.2292543109559001,0.2207178135355221,0.2550198839969153,0.1718435100024329,0.4484462884792533,0.2246863553798465,0.4080671994406837,0.2756189390776854,0.2620914686256868,1.5785918350497985,0.2566410084011378,0.1771149167297754,0.1761796955673686,0.1678791737883086,0.2548987474489027,0.3388039497354175,0.2365355998250483,0.2561140014650104,,0.2784185333420774,0.1377250095059524
2021-02-16,0.283970594182988,0.2171423589908084,0.478150125629858,0.3960824821383236,0.2182431752435653,0.4962239138962331,0.2724456764456757,0.1689387575210597,0.2691863157415248,0.2757954660515023,0.3017824742785427,0.2362041568863516,0.2165611594031164,0.2546227335710443,0.1782821379335747,0.5012527516784747,0.2344165082539286,0.4222869304233377,0.289752265845547,0.2644058911678423,1.6224487328062025,0.26943526808561036,0.1755281244176229,0.1741415435837806,0.1881089953942112,0.2653393254845854,0.323798170044122,0.2485256214605734,0.3261741857402024,,0.2686188784558473,0.1410532800507425
2021-02-17,0.2928032996779525,0.2282540620211302,0.4901805045782194,0.3951642886590201,0.2161084565419553,0.4839848050153285,0.2782133735835879,0.1817957838465812,0.2627536298267748,0.2823426775462729,0.3042368419381966,0.2388608271145797,0.2069933356284954,0.2495466969273915,0.1709243325958145,0.4396101020221036,0.2171167778800055,0.4206023504169681,0.291696005703588,0.2562559014851855,1.6733437069090653,0.25598796446539535,0.1835145630874567,0.1767161015129115,0.1806510084448151,0.2657847022405078,0.3213513690997692,0.2455236773693554,0.3261962292187961,,0.2851461974920508,0.1407574696691044
2021-02-18,0.299375213616998,0.2248142008131602,0.4814795484303989,0.405966387361646,0.2121982558082109,0.4992333354598147,0.2693679718055021,0.1728226856106658,0.2528285563587988,0.2713441523577239,0.2914774571814262,0.2262922493942312,0.2089655844999375,0.2464327371981953,0.1692214339691909,0.4771866942294773,0.2308242732631246,0.4209247114964399,0.2942751918433651,0.262469760800528,1.7715614737134642,0.21862579763176954,0.1811263666477625,0.1673011302831278,0.1807588334896486,0.2619774770427756,0.3183616997117071,0.2472973596402518,0.3262519253718178,,0.2810240242579724,0.1452206245134787
2021-02-19,0.2783884045949261,0.2256055452121061,0.4714958152221062,0.3841000945097129,0.2163638701823038,0.4650800912133449,0.2683391875202321,0.1706816872785361,0.2473507367291945,0.2580025697125248,0.3057829353143406,0.2314312727970205,0.2150245056354671,0.2393818738116969,0.1692440633297249,0.5021642090246059,0.2248005337311062,0.4094430948365916,0.2884474721007241,0.2655569498763139,1.7347954342500764,0.19723815957914456,0.1814008306007868,0.1752112938137814,0.1782650392420877,0.3313754437736154,0.3013229708601176,0.2428307061004759,0.3142448885442351,,0.2576044944411493,0.144107173957489
2021-02-22,0.3220018343051269,0.2506400141429418,0.5166141849572847,0.4194210258958455,0.2267666345239501,0.5160897793765625,0.2958013693557919,0.169422774018899,0.2556464487425022,0.270742142340341,0.3061304960085185,0.2405704149246544,0.2005490443618221,0.2486278077171684,0.1960643405594044,,0.2318378146022563,0.421861914350329,0.3003771624850353,0.2576665363255657,1.9970437245304893,0.19642349730066344,0.1917778572994541,0.1784192599121932,0.1804137510640261,0.354433826727918,0.3270528284936866,0.2532609080593093,0.3267756578407876,,0.2736833579772186,0.1595055780011026
2021-02-23,0.3330505163434629,0.251987362679678,0.4909880073784129,0.4086526865298945,0.2154064080419952,0.5398394529957528,0.2854660686929591,0.1825138004031501,0.2606690737675706,0.2787108626390481,0.3146037745615779,0.258517446698583,0.2003167420569937,0.2525499633133107,0.1984963343630046,0.4831066848547769,0.2514818187749528,0.4209909667930374,0.2937185455625867,0.2636101305094416,2.042145589658646,0.20046546865468068,0.1946965652211684,0.1758238848946351,0.1799503248483635,0.365611805886924,0.3344368819110032,0.2226925805642108,0.3106419150433616,,0.2854863586322175,0.1619263222227049
2021-02-24,0.3246924327996292,0.2616387494040724,0.4682264218332801,0.4326974686437783,0.2147395243446818,0.5272713457026897,0.2900258609473672,0.1740294614609689,0.2683301731171045,0.2836172616856586,0.3273805545519316,0.2605356061405481,0.2133513791908853,0.2496219543715049,0.2118337786861927,0.5413013001854023,0.2401845341049813,0.453246278173815,0.2976387094326444,0.2761100893916396,1.905589716855892,0.21768787886366023,0.1904034199458305,0.1713536855244488,0.1761268914714719,0.372475169421907,0.3323042305105972,0.2304339683245672,0.3263503592527343,,0.2734704832370804,0.1533635333916718
2021-02-25,0.3964025444967238,0.3227046724019836,0.5198904945758874,0.4437123158056828,0.2554562231596395,0.5964992960621589,0.3522145570432333,0.2108895270099949,0.3012922330595984,0.3149748792019683,0.3467161801605505,0.3020534652896447,0.2377017291588073,0.2853459270581179,0.2240802801007837,,0.2989965357660688,0.4775411046890859,0.3320630126101284,0.3388594181097542,2.0133846240138684,0.2261309617260112,0.2328959493305152,0.192805283483705,0.2087963110735533,0.4121339301397101,0.374608143763691,0.2622839378407888,0.3556411579691741,,0.3707496439281105,0.2002969755502801
2021-02-26,0.3700613223918199,0.2817018498265387,0.4278324158674843,0.3493181827776402,0.2379758423108461,0.6165990882890665,0.309280358544755,0.1923269458686203,0.2966623396219354,0.3001768324900498,0.3244120892039995,0.2710673019944052,0.2337117182424954,,0.2183584555398847,,0.2696259266900206,0.4572355637412861,0.3234270054533564,0.3364533528142336,2.1435538898874245,0.22386393408977504,0.2079166630465373,0.1848367561931913,0.2350416908253414,0.4179213758443738,0.3565948934442945,0.2278278575108336,0.3474052862182087,,0.3837806697257183,0.1964224447832227
2021-03-01,0.3060308612754417,0.2390033920124573,0.3940144958792373,0.2914920485160065,0.2149023275196926,0.6037669696723843,0.2611025345822321,0.1693244534914858,0.2684067574138067,0.2986996640348877,0.2922830105003621,0.2338354858823998,0.193568591623325,0.2321165868152304,0.1896598108769351,0.5593647738501174,0.2276380448196991,0.4291686916195837,0.2801458738747919,0.2982416197124884,2.3556737174569675,0.19984585190217047,0.1861705231161898,0.162795501041184,0.1964084288433229,0.3852200329144513,0.3110534977515069,0.2004197526622143,0.325132067163351,,0.3464212770364384,0.1700991934485501
2021-03-02,0.3283369318087039,0.2473889056488618,0.3988734448865315,0.2886916532946619,0.2200265164729792,0.6079164579544569,0.2769534282128812,0.1684237837690696,0.2624478730054007,0.3162170353445603,0.2902755015448937,0.2450462144660946,0.1922435025723988,0.2567351313314868,0.1873185877627665,0.4133739776553228,0.2205135019032867,0.4285709962543123,0.2896837095995848,0.2974967508038706,2.208430426309215,0.19836569907365242,0.1903592411442687,0.1574527301464975,0.2034991773650084,0.3900529736518376,0.3091222610455188,0.203179773255738,0.3341013960362403,,0.3518007464013819,0.1782283806153898
2021-03-03,0.365696695347041,0.3038153818834831,0.4307929175112389,0.3454000767377522,0.2088339967902803,0.6324654586234184,0.3256488842982104,0.1920607417015986,0.2812996312792469,0.3272039755302843,0.3306276990812778,0.2669495493667955,0.2142022967771387,0.2702476582600194,0.2044666012080451,0.402488320813903,0.2604130319392404,0.4669363967354477,0.2990540824616517,0.3105862549088451,1.435493868273284,0.21607240612980363,0.2013681985386427,0.1753405373814807,0.2353463421815697,0.4252858879012881,0.3290222501430013,0.2157997645705555,0.3322634407916015,,0.3519625087255374,0.1853483588096883
2021-03-04,0.3637152602697622,0.3022019961325811,0.4653919676743602,0.324419183171741,0.206646309200313,0.4579797209044996,0.3117857774308052,0.1692903696043816,0.2826346813667227,0.3395400484096255,0.3447292704030408,0.2874252402228245,0.2397023996567073,0.2613177850090569,0.2230397446823414,0.3820344553918477,,0.4782897540428016,0.3075815272418215,0.2932697319854979,1.4165161892943745,0.2204902793886655,0.2058564504896467,0.1766114560998265,0.219868994536333,0.3703494309845419,0.3439942380815877,0.2272798427037678,0.342541415795886,,0.3716632514414605,0.1976996700553457
2021-03-05,0.3324971090144883,0.265922848303272,0.416249506219741,0.3099295469524146,0.2066854707105227,0.4911081251794149,0.2917519911967229,0.1536386830420769,0.2655398473841014,0.3217447799807767,0.2944181662014863,0.2423796785739451,0.2261783447660062,0.2586233824748943,0.2149072364121063,0.4194448862779539,0.2454063108858465,0.4784417450326926,0.2916907003715479,0.2977096169097972,1.5282054633289,0.2118150550258866,0.1932739576846967,0.1573517248102152,0.2002354728757147,0.3364267813401462,0.3279267541114779,0.2143926190406507,0.3308849799116454,,0.3480475879884728,0.1652321717267018
2021-03-08,0.3759668359016406,0.2847576595467926,0.4526049862738038,0.3285223317272782,0.2239574360808558,0.4501730803333168,0.3214103514343146,0.1627464343083507,0.2808366075550442,0.3303608733225523,0.3223407008941698,0.2617510016310941,0.2308584190864139,0.2674835930651443,0.199894064255696,0.4560712248679265,,0.4684963532498553,0.305436146314945,0.2843451705065407,1.5004859105518171,0.21943273103005342,0.1876397864886854,0.1823991150512101,0.2078849903402445,0.3435542295422759,0.3567123491035824,0.2254785967555249,0.3384228566335914,,0.3775195623047541,0.1934812464796542
2021-03-09,0.3355646052530379,0.249585451373907,0.425894438221843,0.3192106499401798,0.2098798978990728,0.4377255404918724,0.2855243020843833,0.1478144290221787,0.2611117531350122,0.313842898785334,0.3035757442034664,0.2417309731072021,0.2484047874124508,0.2608359304898729,0.1962789615611004,0.4280869709180799,0.2356169496158843,0.4573967833559574,0.2831493372745415,0.2727178292524637,1.5951610799683285,0.20729859934428624,0.175541126726416,0.1551820653952171,0.1993242304805162,0.3422330009720017,0.3455368109267773,0.2133872502193608,0.3082620621384074,,0.3389386432046696,0.1688119457297953
2021-03-10,0.3409947872690771,0.2565388891390199,0.4253030262279876,0.3166342331391785,0.1956565350469846,0.5086616652415231,0.2843041320853283,0.1490876948699907,0.2683477955101486,0.318720201880084,0.2954947441685291,0.2419970126378358,0.2358345684773779,0.2537020618709674,0.1909343505415694,0.3717125828739116,0.244022766162974,0.4666609406647551,0.2810259649799511,0.300380407719378,1.5442907536365464,0.19425329916818357,0.179120386219546,0.1697617929598067,0.1945328241855305,0.3395626966140175,0.3397346568399677,0.2337477762715879,0.3084944150013468,,0.3358967398971491,0.1737224586534921
2021-03-11,0.3207312575661239,0.2450301957044305,0.4129101253074186,0.2999770350692196,0.1892097956238272,0.4831537793372197,0.2687456116649934,0.1596227379106291,0.2546304246441627,0.3113509289068047,0.2892190361503275,0.2384399459566136,0.2478019629737951,0.2548402480383867,0.1867731413238233,0.4326585472315903,0.2184324611107852,0.4454678181774149,0.280300226965642,0.282876935589882,1.5697351529952717,0.18832978559998048,0.184422071246113,0.1496944028705266,0.1975503553237975,0.3330202387513893,0.3237742577438436,0.2250125665510055,0.2953341845421461,,0.3250651936491084,0.1562582716322018
2021-03-12,0.3247503155972602,0.2442163137223597,0.4178647310942721,0.2976667042714237,0.1981420384499988,0.5016892533092269,0.2773518830121642,0.1478181983370532,0.2575619291188707,0.3127633722808686,0.2975127804377813,0.232363478948645,0.2435033827514294,0.2560831319094657,0.1842355161550372,0.5140599998122328,0.2336391316086274,0.4629782867452122,0.2980786924555743,0.2976496502527453,1.6153833650540774,0.19579302050944142,0.1889287416834329,0.1924548432130333,0.1865901709797764,0.3347245018896602,0.3252919945860396,0.224351717991668,0.2912341459547274,,0.3163023348496613,0.1468657911182748
