,NVDA,AAPL,MSFT,MU,AMZN,AMD,GOOGL,AVGO,GOOG,META,TSLA,WMT,INTC,CSCO,COST,QQQ
2021-03-04,,0.4160495777502473,0.3558863742572291,0.6385768578368584,,0.4746872463608849,,,,,,,0.8954338390244568,1.36540192404148,0.3829559386696411,0.293353595898415
2021-03-05,,0.3953787657596763,0.3472534992833841,0.6721342047502026,,0.4349434016434333,,,,,,,1.0675906187292286,0.6693371851046671,0.3464563226014454,0.2811063493344471
2021-03-08,,0.4318668496081746,0.3617325248971237,0.7101830762169484,,0.569127893620272,,,,,,,1.106023441147313,0.7930278182745749,0.3613498612678597,0.2971216673682847
2021-03-09,,0.4005416438199874,0.8752487451949459,0.7032793036340816,,0.4795308921848953,,,,,,,1.4602157544537808,0.8207022396956913,0.3421955409430704,0.2944952261555677
2021-03-10,,0.4066858495291675,0.3412300427483489,0.6488931735960118,,0.4746602296421646,,,,,,,1.4687160254020577,0.8495102419349306,0.3388765313478447,0.298857242920663
2021-03-11,,0.3952065641563521,0.3481169189602192,0.6896553219165639,,0.4376976264923046,,,,,,,,0.901203316468168,0.3516228369197909,0.3070000969079063
2021-03-12,,0.3967824366105531,0.3485408685928601,0.6549156973005724,,0.4377681294295912,,,,,,,,0.9128969585180118,0.3455497842048809,0.3017768796484558
2021-03-15,,0.4127207839696483,0.3429106362902395,,,,,,,,,,,0.9968666809396164,0.3590005510974551,0.3041874743069508
2021-03-16,,0.3964978072361815,0.3401149175432599,,,,,,,,,,,1.033150090069024,0.3479107639199939,0.3162090115383966
2021-03-17,,0.4032688440328654,0.3344401425029983,,,,,,,,,,,1.0295509354574863,0.3525145960989108,0.3073088310370609
2021-03-18,,0.4258666473635647,0.3606483175846344,,,,,,,,,,,0.9852255624597964,0.3626402289410161,0.312477819147363
2021-03-19,,0.3930087847472885,0.3354619000295497,,,,,,,,,,,1.0105158054884036,0.3393748268518339,0.3023342970703273
2021-03-22,,0.359699638056871,0.3150624812591782,0.6194357093838999,,0.3660205492423936,,,,,,,1.066945436779898,1.224422702023079,0.3420791454192741,0.2934398808048059
2021-03-23,,0.354657942776631,0.3294088610325043,0.5914598180663406,,0.3659366867060605,,,,,,,0.9760009409229602,1.197675040081723,0.3602093690544187,0.3049244296801813
2021-03-24,,0.3592313992632131,0.3339723184084289,0.5839032766327892,,0.3742344960374496,,,,,,,0.8746755487216472,1.1519274043220298,0.360151061260833,0.3023145483067942
2021-03-25,,0.3506326761149523,0.3395756167708893,0.5860308378591496,,0.3777366949734179,,,,,,,0.8691284478450508,1.3271695974423114,0.4093304249724411,0.2988023288011677
2021-03-26,,0.335089213464047,0.3109804244010061,0.6177944375613786,,0.3616065876047749,,,,,,,1.0846112342149967,,0.4523606269758649,0.2815398315172108
2021-03-29,,0.3455991576713481,0.3363477643448364,0.6365444432009518,,0.3688359532798198,,,,,,,,,0.5104622742676772,0.2970540604046638
2021-03-30,,0.3502445855639486,0.3529399014808357,0.6248679990517599,,0.3793376743815487,,,,,,,1.081137311514308,,0.4586075987183757,0.2878146443607322
2021-03-31,,0.3284324776213493,0.3514512082619825,0.6199738635526256,,0.3407725663478564,,,,,,,1.128542095529185,,0.4895224947147609,0.2814294497068928
2021-04-01,,0.3118220720134754,0.3396845304038324,0.5933009746284023,,0.3214657774650169,,,,,,,1.2154848576615844,,0.5077542292522175,0.2918720246530618
2021-04-05,,0.3778239171369918,0.4848028119412503,0.6719557154865581,,0.349445735597632,,,,,,,,,0.6852368699326059,0.3786790198873044
2021-04-06,,0.3654042117095892,0.452801172981704,0.6901268419184033,,0.3385089905175711,,,,,,,,1.15998621995717,0.3495051403904226,0.368067732858826
2021-04-07,,0.3772792664691056,0.4747207808998255,0.7068543488745758,,0.3406224430071691,,,,,,,,1.1373565185978027,0.3401742345450658,0.3740566641886017
2021-04-08,,0.4392195863372393,0.5028545031894482,0.752331732927832,,0.3287063438395423,,,,,,,,1.1475817195323763,0.3490408148188563,0.40084621037685
2021-04-09,,0.5562732267252388,0.5309073271800872,,,0.2931780821911821,,,,,,,,1.1883802218619808,0.3484544935662643,0.3941702357587112
2021-04-12,,,0.5521908433450575,,,,,,,,,,,1.2055835659221676,0.3659861763925915,0.4169627762396984
2021-04-13,,,0.5749177137194744,,,,,,,,,,,1.2227192647413168,0.3676538759065632,0.440455586629595
2021-04-14,,,0.5694784037997557,,,,,,,,,,,1.333009130113992,0.3606708125700652,0.4292497197704383
2021-04-15,,,0.601224196956989,,,,,,,,,,,1.2452120634008113,0.3921035656138869,0.4450522792078132
2021-04-16,,,0.6136171118760413,,,,,,,,,,,,0.4046091926883977,0.4458113633921272
2021-04-19,,0.5474715947377742,0.6244667225511319,,,0.4221005520642021,,,,,,,,1.4449357900022115,0.4180189086592469,0.4568382150161614
2021-04-20,,0.5322566462100188,0.6443588484618101,,,0.4372781401087149,,,,,,,,1.3638627589007633,0.4450944772028547,0.429442379013187
2021-04-21,,0.537110770952151,0.6613233745086432,,,0.418442203000175,,,,,,,,1.392868562401293,0.4661032227691205,0.4633061290887532
2021-04-22,,0.5264407242220404,0.6344689025214506,,,0.4452120981483251,,,,,,,,1.3742102079981993,0.4477481868492975,0.4594293950865799
2021-04-23,,0.5528926462694582,0.6834263274381949,,,0.4249372865655944,,,,,,,,1.424186459588768,0.4664086407875003,0.4777992672470632
2021-04-26,,0.5939684103247322,0.7410117544851101,,,0.2995448313822259,,,,,,,1.1694150270593449,1.477964062892905,0.4444578635459366,0.5143057129710485
2021-04-27,,0.5833660463425702,0.7626933851314278,,,0.4185316805700651,,,,,,,1.130132672037283,,0.4639923539869567,0.5149504108070431
2021-04-28,,0.6276010636745035,0.6798380859384051,,,0.3658840800844073,,,,,,,1.1239387338007565,,0.4599733619321993,0.5348659496500484
2021-04-29,,0.5611271094036375,0.6212023477472246,,,0.3534371013961154,,,,,,,1.207344688027281,,0.5215066192001413,0.5267521018564176
2021-04-30,,0.5320103855325949,0.6383393717864739,0.6105449742065763,,0.327451384955998,,,,,,,1.1978150500233622,,0.5222221506892943,0.5287501158801855
2021-05-03,,0.595542417008609,0.6752293404009967,0.6277235505649484,,0.3551781232486439,,,,,,,1.3169967543862828,,0.6514430953123959,0.5380988190755315
2021-05-04,,0.5220569541380435,0.644547393298631,0.6416675763960197,,0.3682855046138921,,,,,,,1.2394300740523825,,0.5964535936514396,0.4941372518773149
2021-05-05,,0.5269790201635188,0.616132268065661,0.6978364962751182,,0.3491930138011683,,,,,,,1.2490845775979238,,0.4145041214533861,0.5076596074436861
2021-05-06,,0.5613739377501894,0.7022562477335493,0.5968338949424409,,0.3452149893618567,,,,,,,1.3349869997005437,1.2067916164068415,0.4780611121732278,0.3014178350647633
2021-05-07,,0.5889111995551138,0.7625137021902683,0.5851993591451953,,0.312064143331318,,,,,,,1.4295120032709896,1.3108304152472674,0.4912482112761144,0.3030672751100848
2021-05-10,,0.5709540044514613,0.7848007669529903,0.5370042637672361,,0.3605984750970094,,,,,,,1.4469098057196688,1.3342563528843658,0.4914398786902564,0.2926176955003124
2021-05-11,,0.5672183209288844,0.8040383505517411,0.5561062150619406,,0.3748417802837153,,,,,,,1.3493701727197285,1.3164729241261883,0.488129246201223,0.2974500349874279
2021-05-12,,0.5622444781818712,0.6895589318260162,0.5543525879044087,,0.4307252093377665,,,,,,,1.245792382501436,1.244884997347648,0.4770458546059307,0.3086377830930269
2021-05-13,,0.5957961391307652,0.7512446100793873,0.5294894617664878,,0.3945402861804777,,,,,,,1.4087493620642628,1.3761649783365757,0.5207682465731418,0.2860242393142725
2021-05-14,,0.6844982306780227,0.9199306460753818,0.5381829757224516,,0.3421722282648535,,,,,,,,1.4076305136747664,0.544942132484717,0.2907630645410309
2021-05-17,,,,0.5730139108669352,,,,,,,,,,1.445555202667922,0.5672476448944207,0.2914804369347134
2021-05-18,,,,0.538460674265228,,,,,,,,,,1.465297825087546,0.5704667426131224,0.291362807974406
2021-05-19,,,,0.5706022708706073,,,,,,,,,,1.4875277510201788,0.5578596067762409,0.2884933983079263
2021-05-20,,,,0.582823098380424,,,,,,,,,,1.4890916352849377,0.5876273990702454,0.3095497171351619
2021-05-21,,,,0.5799985447277354,,,,,,,,,,1.4679205011702028,0.5705525635343478,0.2935847719453351
2021-05-24,,0.3303130068520364,0.3975508926859714,0.6358758295785497,,,,,,,,,1.0329786330699753,,0.6303870027804183,0.3215658788597423
2021-05-25,,0.3327074424619559,0.4161747548275908,0.5879294060514975,,,,,,,,,1.035322576697177,,0.6486208886715485,0.3267418087089093
2021-05-26,,0.3231940283737343,0.4075322545582036,0.6042561878176486,,,,,,,,,1.052900206823199,,0.6575034215830292,0.3279021844123449
2021-05-27,,0.3134726114743204,,0.6844147722641126,,,,,,,,,,,0.6558266145049318,0.331732227807991
2021-05-28,,0.2979152437065991,0.40555223154057,0.6779539261828206,,,,,,,,,1.1014901478713124,,0.5850555335483281,0.3198715549749985
2021-06-01,,0.3282977976276511,0.3895884259589681,0.7653618249881156,,0.3265825960951281,,,,,,,1.2268113793367013,,0.6446061287322361,0.3400741353996589
2021-06-02,,0.3262585855395668,0.3855259503118373,0.7833295725945758,,0.3227844237135236,,,,,,,1.31925196555559,,0.6969738548804968,0.3416773701783542
2021-06-03,,0.3282904454203931,0.2542918335385381,0.7112046428710835,,0.3227102943118761,,,,,,,1.2266948693072937,,0.7629391202777642,0.2096450491022851
2021-06-04,,0.3441636130740206,0.2526611157150109,0.8287924421818355,,0.3047263282727261,,,,,,,1.4270786016737491,1.1432111454288452,0.8460911550706645,0.2147917215534448
2021-06-07,,0.3745206716084709,0.2626196425923829,0.9064661782847764,,0.3093428669714451,,,,,,,,1.1749133383135917,0.8406208931232719,0.2227170142032517
2021-06-08,,0.3860286998556406,0.2592629445095961,0.7706184616857256,,0.3058957070851775,,,,,,,,1.2069372791810242,0.8508470693004881,0.2258864122642444
2021-06-09,,0.39734465074644,0.2597811176606505,0.6529812050341619,,0.317785168865499,,,,,,,,1.2028902769139034,0.8987211758011925,0.2302125270735001
2021-06-10,,0.3657215123429315,0.2557079524058643,0.7281035403185816,,0.289498911626471,,,,,,,,1.313581407324478,1.0248184770559974,0.2272782359206935
2021-06-11,,0.3774721039693975,0.2475211046825149,0.745549470822897,,0.2788839323468496,,,,,,,,1.3033646086640434,1.078198295669413,0.219338703197249
2021-06-14,,,0.2581796132788907,,,,,,,,,,,1.3096436890267662,,0.2444283144579755
2021-06-15,,,0.2631029819012729,,,,,,,,,,,1.314671103035464,,0.2478058078087285
2021-06-16,,,0.27016472227681,,,,,,,,,,,1.3044898427396998,,0.2414793301062169
2021-06-17,,,0.2706294714278531,,,,,,,,,,,1.2809773693531734,,0.2596361992365768
2021-06-18,,,0.2775289847782484,,,,,,,,,,,1.2471448218237988,,0.2608325334173281
2021-06-21,,0.2514038038691949,0.2852522911445672,0.5548918574147143,,0.3094393770230665,,,,,,,0.9794571752043544,1.3871532330672764,0.360772687782551,0.2624316861862651
2021-06-22,,0.2584873733386357,0.3036308026594114,0.5622581228385004,,0.3015944393622568,,,,,,,0.9807677013033074,1.4349016008921311,0.4044364713661694,0.2784338092917914
2021-06-23,,0.2547109258692243,0.2991259199010752,0.5863049471124144,,0.2963374671784818,,,,,,,0.960679530349309,,0.4070719902622466,0.2779749731871384
2021-06-24,,0.2534643995460313,0.3032206715201027,0.6439941479509612,,0.2976930568089605,,,,,,,1.0447596397265169,1.432668997317766,0.4039241777351495,0.2966392468264453
2021-06-25,,0.2492624904084669,0.2937923188795245,0.6789843733470252,,0.2882026774193378,,,,,,,1.103139133468385,1.4942652866959114,0.4306805723655874,0.2818631128996881
2021-06-28,,0.2509318224150038,0.3356443025319042,0.826747056539273,,0.3036025040447184,,,,,,,1.2985657887055602,,0.4858060682640186,0.3400165213957976
2021-06-29,,0.247360388770579,0.3697832348736388,0.7288139329503377,,0.3034931475972992,,,,,,,1.2574393251902811,,0.5279631023614424,0.3812115619694838
2021-06-30,,0.2540502614806391,0.3644454538739111,0.9516404404108166,,0.3035118475573714,,,,,,,1.2442804287433191,,0.5018473524705027,0.3768957959728137
2021-07-01,,0.2552492637279551,0.3810097896779509,0.768881722475851,,0.2885627472126984,,,,,,,,,0.4902272482700965,0.3741034772596879
2021-07-02,,0.2783546412170208,0.4859892585788648,0.7008929302010067,,,,,,,,,1.3865622484628572,,0.5764312778578518,0.4343133693067125
2021-07-06,,0.3150336248810853,0.58658704029354,0.8735299200413349,,0.4195492916850813,,,,,,,,,0.2489400081553874,0.2718565232959199
2021-07-07,,0.3368090077435374,0.685162541737433,0.748111521589461,,0.4172729218067232,,,,,,,,,0.2509879913229252,0.2791780383470238
2021-07-08,,0.3438492952776519,0.6708059557687664,0.7238516383449366,,0.422739274444732,,,,,,,,,0.2623341248433042,0.2875500078866067
2021-07-09,,0.3475722396810591,0.6750269787687575,0.8593142548545827,,0.40959049540109,,,,,,,,,0.2559421847665103,0.2833171087724104
2021-07-12,,0.3406343639989357,,,,0.4145552575550606,,,,,,,,,0.2555328280512682,0.2967101405547243
2021-07-13,,0.3512268922970821,,,,0.4112532211526535,,,,,,,,,0.2572133904591215,0.3045538833742737
2021-07-14,,0.381157448560651,,,,0.4122451451879243,,,,,,,,,0.2558506283278756,0.3058603976475355
2021-07-15,,0.373096785282723,,,,0.4206145299547743,,,,,,,,,0.2566047794944015,0.2855270946279757
2021-07-16,,0.3619560525008904,,,,0.4169389766385896,,,,,,,,,0.253246371096406,0.2852965434375371
2021-07-19,,0.373257998111823,0.3060733074940197,0.5425104147552634,,0.4545785139698444,,,,,,,,0.9151554394632672,0.286804290265405,0.2934437451039808
2021-07-20,,0.3825594794248913,0.2922846729938491,0.5607583282246913,,0.4291571069206762,,,,,,,,0.9448549914358336,0.2785878187521647,0.2993941355108458
2021-07-21,,0.3729198387039752,0.2897840702273431,0.6000859798269321,,0.4135780520712234,,,,,,,,0.9765061224112253,0.2690084543048011,0.303447435066604
2021-07-22,,0.3839143064042823,0.3216265157943919,0.5599122707190158,,0.4192229984375118,,,,,,,,1.0517328040728229,0.2746102796596068,0.3259889738386016
2021-07-23,,0.385589582786138,0.3389563403957558,0.5828835979273965,,0.4316160947070387,,,,,,,,1.1287034334548838,0.280961665478071,0.3386813320621927
2021-07-26,,0.4050108760834027,0.3524191413990961,0.6260067891546068,,0.4376753040788232,,,,,,,,1.2445038604404788,0.2887816271948581,0.3675617011927961
2021-07-27,,0.3982558553812279,0.3606907727061987,0.586039607382056,,0.4455079747906243,,,,,,,,1.2267798842615194,0.2991375901799459,0.3366768715407532
2021-07-28,,0.3378275080918761,0.296167935828902,0.623758193051061,,0.3854368312083703,,,,,,,,1.2003381648911706,0.2913855214736687,0.3516826299658331
2021-07-29,,0.3134288150715653,0.2791129677481945,0.6839774297326024,,0.3880800697072303,,,,,,,,1.2485427249002303,0.2954910629071124,0.3324343409031889
2021-07-30,,0.3183373068700743,0.27273217190438,0.7016955826103461,,0.3791563220989494,,,,,,,,1.3044505950108034,0.3293602535539027,0.3609102855793367
2021-08-02,,0.3223626195175083,0.280933683917739,0.7817905990759587,,0.4176950312146619,,,,,,,1.1693923586967492,1.414107743847561,0.3372664346431592,0.3817016464002551
2021-08-03,,0.3518983906542825,0.2869868623419038,1.0087900202619644,,0.4684338605073358,,,,,,,1.2447502628218372,1.4298189422181329,0.3837104658045807,0.3889894357819225
2021-08-04,,0.3537438124562406,0.2955359883532552,0.542245206664268,,0.6130159814074383,,,,,,,0.6463111757248488,1.0542062783462187,0.3919527296160088,0.282073997974314
2021-08-05,,0.3530746178251023,0.3129434263355636,0.5270188892666425,,0.5421474742900555,,,,,,,0.6591042626055921,0.9776038944613472,0.3646870671890421,0.2868165845479766
2021-08-06,,0.3279136678846889,0.2990710664159917,0.5376136342997384,,0.4814666720157522,,,,,,,0.6613382483131025,1.145531892468766,0.3388229003841266,0.2744809162701343
2021-08-09,,0.3482236025423178,0.3171745226580538,0.5359498548672192,,0.4790374304313334,,,,,,,0.693010375282786,1.0186005368140965,0.3476555807415583,0.2848459528458498
2021-08-10,,0.3530358966188566,0.3130094365635021,0.4634463318851498,,0.5034130866873779,,,,,,,0.6915203388839066,1.0254317132277475,0.3623245594378748,0.2818754463511869
2021-08-11,,0.364984765054854,0.299673276333581,0.4509707452869146,,0.4662450643684404,,,,,,,0.7051729836730412,1.1757657180923131,0.3764110697351095,0.2765600693039458
2021-08-12,,0.4979361293311557,0.3397474361046556,0.4197368050145356,,0.4281010999658967,,,,,,,0.6824750895492363,1.2314877563409423,0.3808204511321053,0.2815343100730915
2021-08-13,,0.5229467401412459,0.4030550099752201,0.4034839596662038,,0.440043846124332,,,,,,,0.6760023083130194,1.255203810348395,0.3987721602949777,0.2830495710542956
2021-08-16,,,,0.4150058399358883,,,,,,,,,0.7014150816173339,1.304569747130736,0.4425635636470714,0.2968529286098857
2021-08-17,,,,0.407759455142762,,,,,,,,,0.6667043587439999,1.3053126355166516,0.4469892212221988,0.2844705393789837
2021-08-18,,,,0.4118872341353308,,,,,,,,,0.646931171742873,1.239493980039909,0.4364105841162921,0.298857848957998
2021-08-19,,,,0.4134933811397875,,,,,,,,,0.6829541336438057,1.4213377947120456,0.4929281338687449,0.3090688112274165
2021-08-20,,,,0.3860518128585277,,,,,,,,,0.6544817673682095,,0.5388948650934829,0.3116235584803886
2021-08-23,,0.4265038651071935,0.5131008413088592,0.395556750237545,,0.4039547564717303,,,,,,,0.7656929332260957,,0.5142027680407425,0.3532371277270813
2021-08-24,,0.4257868048244057,0.4994372799967856,0.4021570569043701,,0.3815773031535847,,,,,,,0.8311532180429818,,0.4838820254493373,0.3584148418317395
2021-08-25,,0.4021874440775387,0.4961563016367338,0.449096507081457,,0.3733325399639795,,,,,,,0.8394799202890173,,0.4961218175804045,0.3637285448254119
2021-08-26,,0.4028597384350501,0.4776203277471126,0.4334278641792188,,0.374469236265833,,,,,,,0.8067043918984345,,0.4839531778141599,0.3651238226367029
2021-08-27,,0.4098521721761827,0.4777856783016058,0.4328342626723183,,0.3723262275428298,,,,,,,0.8767114921401408,,0.505011722547273,0.3804626796220196
2021-08-30,,0.5550377149928011,0.5699820216751286,0.4315118915206946,,0.3755997535382659,,,,,,,0.9489468124201226,,0.5925773508621045,0.46207474880108
2021-08-31,,0.5441104908128697,0.576197187114633,0.4437125344243163,,0.3589708096674445,,,,,,,0.9983780364469744,,0.6033671921818863,0.4760296852907192
2021-09-01,,0.5710553339961548,0.5843141572264828,0.4414520679633405,,0.3382806482077933,,,,,,,0.6341695738352737,1.3825265778131646,0.4578308615009847,0.4981121018376026
2021-09-02,,0.6222177988676948,0.579894244085996,0.4538758133724676,,0.3315593855132926,,,,,,,0.6412390942487739,1.4021191054809614,0.4761776579238329,0.3578572876940788
2021-09-03,,0.6605500590254578,0.5945789074456319,0.4381264850966787,,0.3185103633436212,,,,,,,0.6315958349399079,,0.504711072134568,0.3730298448713535
2021-09-07,,0.8586557131182432,0.6873267157779906,0.4944133144543869,,0.3449308057194866,,,,,,,0.674700040848095,1.439825836542683,0.5117603114957072,0.389728620071107
2021-09-08,,0.848376847925973,0.7176644753585858,0.4516302471102081,,0.3502844992777024,,,,,,,0.6784291953973365,1.486507367600842,0.5549425197131923,0.3904427745189133
2021-09-09,,0.8577460949128661,0.6845360260984841,0.4857945120825638,,0.3402502571728951,,,,,,,0.6771813530913096,1.359965156677928,0.5717837536931593,0.3913823849029232
2021-09-10,,0.7448575845631559,0.7017275840672287,0.5505785999651235,,0.3470472616548201,,,,,,,0.7218564912128944,1.4338526464054009,0.5850607487046142,0.3895444870550632
2021-09-13,,,,,,,,,,,,,0.8220939038143227,,0.5686191685536767,0.3975827298755873
2021-09-14,,,,,,,,,,,,,0.8047591851550145,,0.5626914343850702,0.3967945735415886
2021-09-15,,,,,,,,,,,,,0.8555151846292028,,0.5830833691556386,0.404532702805858
2021-09-16,,,,,,,,,,,,,0.8400010807281392,,0.6106871093117627,0.4058334376623379
2021-09-17,,,,,,,,,,,,,0.8087435409265199,1.466259988252424,0.6007645860732928,0.3858296326924076
2021-09-20,,0.4042280287162224,0.4303044917869097,0.6662707370134859,,0.388185508383865,,,,,,,0.8031183890876402,,0.5753572881814721,0.3941958352693133
2021-09-21,,0.393041850201172,0.4237880858207563,0.6540976369799123,,0.3670170383905232,,,,,,,0.8002396607634136,1.4823801101181977,0.6013220583615099,0.3810123432931432
2021-09-22,,0.4085377929499109,0.4404328958810037,0.6911501503058523,,0.3441469431664039,,,,,,,0.8344047538386742,,0.5923992396414872,0.4014810514173316
2021-09-23,,0.4090451927159334,0.4344350603372931,0.6904413346604215,,0.3306628160915304,,,,,,,0.893284660498138,,0.5913676629270237,0.416828399749105
2021-09-24,,0.4136134209583932,0.4276307230855831,0.697548103728163,,0.321815959383174,,,,,,,0.9159405955790806,,0.7384877967885696,0.4200677547098132
2021-09-27,,0.4081220792158542,0.4018009858701552,0.7858840568670694,,0.3562433937949325,,,,,,,1.0311566185525174,,0.7301564706669721,0.4202476074548135
2021-09-28,,0.4130282544595316,0.4096353723877023,0.7596149117577027,,0.4395942152464985,,,,,,,1.0170814506714632,,0.6202927750560093,0.3942818550688334
2021-09-29,,0.4232252932870396,0.3968776173408869,0.6424570952522525,,0.4189681806129919,,,,,,,0.9818108600696768,,0.679231739920191,0.4093471057020546
